input_utterance,paraphrase_value,paraphrase_template
When is Crime and Punishment U.S.A. showing?,Can you tell me when Crime and Punishment U.S.A. is playing?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) )
find Fox Theatres with The Caretaker,find theaters playing The Caretaker at Fox,( S ( VP ( VB ) ( S ) ) )
I would like to watch The Wedding Ring at the movie theatre,I'm interested in seeing The Wedding Ring at the theater. Can you help me find showtimes?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
I want to read the book The Lion Sleeps Tonight,I feel like reading The Lion Sleeps Tonight book,( S ( NP ( PRP ) ) ( VP ( VBP ) ( PP ) ) )
Where can I buy a used copy of the game called I Lie Around?,Where can I purchase a pre-owned edition of the game called I Lie Around?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
please give me the cheapest flight from denver to pittsburgh,Could you help me find the lowest-priced flight from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) )
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,I'm interested in flying from Milwaukee to Orlando. Is it possible for me to choose between Wednesday evening or Thursday morning as my departure time?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) ( SQ ( VBZ ) ( NP ) ( ADJP ) ( SBAR ) ) ( . ) )
what is the lowest fare from denver to pittsburgh,tell me the least expensive fare for a trip from Denver to Pittsburgh,( S ( VP ( VB ) ( NP ) ( NP ) ) )
what is the cheapest one way fare from boston to baltimore,Can you tell me the least expensive one-way fare from Boston to Baltimore?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
what is the ground transportation from oakland to san francisco,how can I travel from Oakland to San Francisco?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
can i get a rental car in dallas,can I find a rental car in dallas?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
what airlines fly between boston and atlanta,list the airlines that fly from boston to atlanta,( S ( VP ( VB ) ( NP ) ) )
show me the airlines between boston and denver,find me the airlines that fly from Boston to Denver,( S ( VP ( VB ) ( S ) ) )
what does ls stand for,can you tell me the meaning of ls abbreviation,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) )
what does dfw mean,Please explain the definition of dfw.,( VP ( UH ) ( VP ( VB ) ( NP ) ) ( . ) )
Terminate i-a541 now,Cease i-a541 instantly,( S ( VP ( VB ) ( NP ) ( ADVP ) ) )
Search for cooking videos,Discover tutorials on cooking,( S ( VP ( VB ) ( NP ) ) )
Find most popular photos tagged #LOVE,Search for popular photos that are tagged with #LOVE,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) )
Search for a few nice photos matching Opera House with size 1024px * 768px,Locate a few high-quality photos that are related to the Opera House and have dimensions of 1024 x 768 pixels.,( S ( VP ( VB ) ( NP ) ) ( . ) )
Are the burglar alarms in the office malfunctioning ?,Do the burglar alarms in the office need repairs?,( SQ ( VBP ) ( NP ( DT ) ( NN ) ) ( VP ( NNS ) ( PP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Is the TV in the house off ?,Was the TV in the household shut down?,( SQ ( VBD ) ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( PRT ) ) ( . ) )
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Do you have any suggestions for an affordable hotel in the vicinity of Seattle that I can book for tomorrow to accommodate two people?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Are there any cheap hotels for 7-day stay somewhere near Riverside,Is there a place to stay near Riverside that offers affordable rates and allows guests to book for one week?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) )
Send an email to Phil telling her that ''I got you'',Drop a message to Phil indicating that I've got your back,( S ( VP ( VB ) ( NP ) ) )
Give me 5 conference articles about text mining,I am interested in reading 5 conference papers on the subject of text mining.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) )
I am looking for the latest scientific article related to Machine Learning,Could you assist me in finding the latest research paper that concerns Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Create a comment saying ''Best Voice Ever'',Craft a comment stating that it is the best voice of all time,( S ( VP ( VB ) ( NP ) ) )
Jump to the previous song,Go back to the preceding music,( S ( VP ( VB ) ( ADVP ) ) )
Skip to the next song,Switch to the next musical piece,( S ( VP ( VB ) ( PP ) ) )
Where can I upgrade my laptop ?,"I need to find a place to upgrade my laptop, where should I go?",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) )
Could you offer three barbershops in Newtown,I would like a list of three barbershops in Newtown.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
Let me have top three convenience stores near Newtown,Can you provide me with a list of the top three convenience stores close to Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
I want reviews for McDonald's at Kensington st.,I'm interested in reading reviews about the McDonald's establishment on Kensington St.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) )
How far is the closest cab,I'd like to know the proximity of the closest cab.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
Request a taxi from the airport to home,I need a cab to pick me up at the airport and drive me home.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ) ( . ) )
What is the forecast for Harrison-Crawford State Forest,I would like to know the forecast for Harrison-Crawford State Forest,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) )
what is the forecast for colder in Anston,tell me about the expected weather conditions for colder in Anston,( S ( VP ( VB ) ( NP ) ( PP ) ) )
How hot is it in Pesotum,I want to know how hot it is in Pesotum.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) )
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033","Please locate a pub that offers Italian dressing and can accommodate a party of five on February 11th, in the year twenty thirty-three.",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Book a taverna in Equatorial Guinea this month for nine people.,Arrange a booking for nine individuals at a tavern located in Equatorial Guinea within this month.,( S ( VP ( VB ) ( NP ) ) ( . ) )
Book a table for eight people please,Could you assist me in booking a table for a party of eight?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Please add Ruud Jolie to my playlist Guest List Polygon,Can you append Ruud Jolie to the Guest List Polygon playlist?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
add this artist named Kirk Hammett to my playlist Party,Please add Kirk Hammett to my Party playlist,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) )
I want to put a copy of this tune into Skatepark Punks,I’m interested in placing a replica of this track into Skatepark Punks,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) )
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6","I'm looking for chapter four from 'With Lee in Virginia, A Story of the American Civil War'.",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) )
Rate this album two out of 6,"Provide a rating for this album, with the score being two out of six","( S ( VP ( VB ) ( NP ) ( , ) ( PP ) ) )"
Give the current part of the saga 4 points out of 6.,Evaluate the present part of the saga and give it a rating of 4 out of 6.,( S ( VP ( VP ) ( CC ) ( VP ) ) ( . ) )
Can you play some fifties music by lavern baker,Is it possible to listen to a few songs from the fifties performed by Lavern Baker?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( S ( VP ) ) ( . ) )
Play a 1964 track from Shahram Nazeri on Pandora.,Please search for and play a music piece released in 1964 by Shahram Nazeri on Pandora.,( S ( NP ( UH ) ) ( VP ( VP ) ( CC ) ( VP ) ) ( . ) )
Please play me some Satire music,Could you find and play some humorous music for me?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( CC ) ( VB ) ( NP ) ( PP ) ) ( . ) )
When is Crime and Punishment U.S.A. showing?,What is the showtime for Crime and Punishment U.S.A.?,( SBARQ ( WHNP ( WP ) ) ( VP ( VBZ ) ( NP ) ) ( . ) )
find Fox Theatres with The Caretaker,find theaters screening the movie The Caretaker,( S ( VP ( VB ) ( S ) ) )
I would like to watch The Wedding Ring at the movie theatre,Do you know of any place playing The Wedding Ring that I can go to?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( PP ) ) ( . ) )
I want to read the book The Lion Sleeps Tonight,Is it possible for me to read the book titled The Lion Sleeps Tonight?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) )
find Join the Dots: B-sides and Rarities,discover places with Join the Dots: B-sides and Rarities,( S ( VP ( VB ) ( NP ) ) )
Where can I buy a used copy of the game called I Lie Around?,"I'm looking for somewhere to buy an used edition of the game called I Lie Around, do you know any?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ( . ) ) )"
please give me the cheapest flight from denver to pittsburgh,Could you assist me in finding the cheapest flight options from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,I need to travel from Milwaukee to Orlando and I am available for flights on either Wednesday evening or Thursday morning. Can you help me with this?,( S ( S ( NP ) ( VP ) ) ( CC ) ( S ( NP ) ( VP ) ) ( . ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
what is the lowest fare from denver to pittsburgh,show me the lowest cost fare for traveling between Denver and Pittsburgh,( S ( VP ( VB ) ( NP ) ( NP ) ) )
what is the cheapest one way fare from boston to baltimore,Can you find me the least expensive ticket for a one-way trip from Boston to Baltimore?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
what is the ground transportation from oakland to san francisco,tell me about the ground transportation choices between Oakland and San Francisco,( S ( VP ( VB ) ( NP ) ( PP ) ) )
can i get a rental car in dallas,Are there any rental cars available in Dallas?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( ADJP ) ) ( . ) )
what airlines fly between boston and atlanta,Which airline companies serve flights connecting Boston to Atlanta?,( SBARQ ( WHNP ( WDT ) ( NN ) ( NNS ) ) ( SQ ( VP ) ) ( . ) )
show me the airlines between boston and denver,provide me with information about the flights connecting boston and denver,( S ( VP ( VB ) ( NP ) ( PP ) ) )
what does ls stand for,please tell me the definition of ls,( S ( WHNP ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) )
what does dfw mean,define dfw for me please,( S ( VP ( VB ) ( NP ) ( PP ) ( X ) ) )
Terminate i-a541 now,Cancel i-a541 at once,( S ( VP ( VB ) ( NP ) ( PP ) ) )
Search for cooking videos,Discover cooking tutorials,( S ( VP ( VB ) ( NP ) ) )
Find most popular photos tagged #LOVE,Find the trending photos tagged as #LOVE,( S ( VP ( VB ) ( NP ) ) )
Search for a few nice photos matching Opera House with size 1024px * 768px,Retrieve a couple of stunning photos that are related to Opera House and have the resolution of 1024x768,( S ( VP ( VB ) ( NP ) ) )
Are the burglar alarms in the office malfunctioning ?,Are the office's burglar alarms working properly?,( SQ ( VBP ) ( NP ( NP ) ( NN ) ( NNS ) ) ( VP ( VBG ) ( ADVP ) ) ( . ) )
Is the TV in the house off ?,Did someone switch off the TV in the house?,( SQ ( VBD ) ( NP ( NN ) ) ( VP ( VB ) ( PRT ) ( NP ) ( PP ) ) ( . ) )
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,Do you have any recommendations for an affordable hotel near Seattle that is available tomorrow and can accommodate 2 people?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Are there any cheap hotels for 7-day stay somewhere near Riverside,Do you know of any inexpensive hotels that are available for a 7-day stay and are located close to Riverside?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( PP ) ) ( . ) )
Send an email to Phil telling her that ''I got you'',"Can you draft an email addressed to Phil, saying ''You can count on me''","( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( , ) ( S ) ) ( '' ) ( '' ) )"
Give me 5 conference articles about text mining,Can you provide me with 5 articles on text mining from conferences?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
I am looking for the latest scientific article related to Machine Learning,Could you assist me in finding a current scientific publication regarding Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Create a comment saying ''Best Voice Ever'',Generate a comment with the words ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) )
Jump to the previous song,Move to the song before,( S ( VP ( VB ) ( PP ) ( ADVP ) ) )
Skip to the next song,Move on to the succeeding track,( S ( VP ( VB ) ( PRT ) ( PP ) ) )
Where can I upgrade my laptop ?,I need to find a place that offers upgrades for my laptop.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) )
Could you offer three barbershops in Newtown,Do you know of any barber shops in Newtown? I need a list of three.,( S ( SQ ( VBP ) ( NP ) ( VP ) ) ( . ) ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ) ( . ) )
Let me have top three convenience stores near Newtown,Could you recommend the best three convenience stores near Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
I want reviews for McDonald's at Kensington st.,Could you give me some information about the customer reviews of McDonald's on Kensington St?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
How far is the closest cab,Can you tell me the proximity of the closest taxi?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
Request a taxi from the airport to home,Arrange for a taxi pickup from the airport and drop me off at home,( S ( VP ( VP ) ( CC ) ( VP ) ) )
What is the forecast for Harrison-Crawford State Forest,I would like to know what kind of weather is expected at Harrison-Crawford State Forest.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
what is the forecast for colder in Anston,can you provide a forecast for chilly conditions in Anston,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) )
How hot is it in Pesotum,Can you tell me the temperature in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033","Do you have any recommendations for pubs with Italian dressing? We're planning a party of 5 on February 11, 2033.",( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ( S ( NP ) ( VP ) ) ( . ) )
Book a taverna in Equatorial Guinea this month for nine people.,Arrange to dine at a taverna in Equatorial Guinea this month with a party of nine people.,( S ( VP ( VB ) ( S ) ) ( . ) )
Book a table for eight people please,Could you assist me in booking a table for eight guests?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Please add Ruud Jolie to my playlist Guest List Polygon,Can you put Ruud Jolie on the Guest List Polygon playlist?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
add this artist named Kirk Hammett to my playlist Party,append this artist called Kirk Hammett to my Party playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) )
I want to put a copy of this tune into Skatepark Punks,Could you upload a copy of this melody to Skatepark Punks?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6","I would like to give my opinion on chapter four out of six from With Lee in Virginia, A Story of the American Civil War",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) )
Rate this album two out of 6,Please assign a score of two out of six to this album.,( S ( INTJ ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Give the current part of the saga 4 points out of 6.,Evaluate the current episode in the saga and give it a rating of 4 out of 6.,( S ( VP ( VP ) ( CC ) ( VP ) ) ( . ) )
Can you play some fifties music by lavern baker,Is it possible for you to play songs by Lavern Baker from the fifties?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) )
Play a 1964 track from Shahram Nazeri on Pandora.,I would like to listen to music by Shahram Nazeri from 1964 on Pandora. Can you help me with that?,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
Please play me some Satire music,Could you please start playing some music that falls into the category of Satire?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) )
When is Crime and Punishment U.S.A. showing?,I'd like to know when Crime and Punishment U.S.A. is being screened.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
find Fox Theatres with The Caretaker,discover Fox Theatres showcasingThe Caretaker,( S ( VP ( VB ) ( NP ) ) )
I would like to watch The Wedding Ring at the movie theatre,I'm interested in seeing The Wedding Ring. Are there any screenings at the movie theater?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) ( SQ ( VBP ) ( NP ) ( NP ) ( PP ) ) ( . ) )
I want to read the book The Lion Sleeps Tonight,Where can I find The Lion Sleeps Tonight book to read?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
find Join the Dots: B-sides and Rarities,find places where I can access Join the Dots: B-sides and Rarities,( S ( VP ( VB ) ( NP ) ) )
