input_utterance,intent,parameters,utterance_template,source,seed_id,p1,p1_template,p2,p2_template,p3,p3_template
what does dfw mean,abbreviation,"[['airport_code', 'dfw']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,51,What is the meaning of DFW?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),Can you tell me the definition of DFW?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),Please explain what DFW stands for.,( S ( WHNP ( UH ) ) ( VP ( VB ) ( SBAR ) ) ( . ) )
Terminate i-a541 now,EndEC2Instance,"[['VM', 'i-a541']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),ParaQuality,1,End the i-a541 immediately,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),Stop the i-a541 right now,( S ( VP ( VB ) ( NP ) ( NP ) ( ADVP ) ) ),Finish the i-a541 at once,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) )
Search for cooking videos,SearchWeb,"[['query', 'cooking videos']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,2,Find videos related to cooking,( S ( VP ( VB ) ( NP ) ) ),Look up videos on how to cook,( S ( VP ( VB ) ( PRT ) ( NP ) ) ),Discover cooking tutorials,( S ( VP ( VB ) ( NP ) ) )
Find most popular photos tagged #LOVE,SearchWeb,"[['Tag', '#LOVE']]",( S ( S ( VP ) ) ( VP ( VBP ) ) ),ParaQuality,3,Discover the most popular pictures with the hashtag #LOVE,( S ( VP ( VB ) ( NP ) ) ),Locate the top-rated images labeled #LOVE,( S ( VP ( VB ) ( S ) ) ),Search for the trending photos associated with #LOVE,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) )
Search for a few nice photos matching Opera House with size 1024px * 768px,SearchWeb,"[['size', '1024px * 768px'], ['query', 'Opera House']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,4,Find a couple of beautiful images that match Opera House with dimensions 1024px * 768px,( S ( VP ( VB ) ( NP ) ) ),Look for some lovely pictures that are related to Opera House and have a size of 1024px * 768px,( S ( VP ( VB ) ( PP ) ) ),"Discover a handful of stunning photos featuring the Opera House, all with dimensions of 1024 pixels by 768 pixels",( S ( VP ( VB ) ( NP ) ) )
Are the burglar alarms in the office malfunctioning ?,CheckDevice,"[['location', 'office']]",( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),ParaQuality,5,Do the burglar alarms in the office have a malfunction?,( SQ ( VBP ) ( NP ( DT ) ( NN ) ) ( VP ( NNS ) ( PP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),Are the alarms in the office not functioning properly?,( SQ ( VBP ) ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( RB ) ( VP ( VBG ) ( ADVP ) ) ( . ) ),Is there a problem with the burglar alarms in the office?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) )
Is the TV in the house off ?,CheckDevice,"[['device', 'TV']]",( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),ParaQuality,6,Has the TV in the house been turned off?,( SQ ( VBZ ) ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( VP ) ) ( . ) ),Is the television switched off inside the house?,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( VP ( VBN ) ( PRT ) ( PP ) ) ( . ) ),Did someone turn off the TV in the house?,( SQ ( VBD ) ( NP ( NN ) ) ( VP ( VB ) ( PRT ) ( NP ) ( PP ) ) ( . ) )
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,FindHotel,"[['location', 'Seattle'], ['num_of_guests', '2']]",( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,7,Can you recommend a budget-friendly hotel near Seattle for tomorrow for two people?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),I'm looking for a low-cost hotel near Seattle for tomorrow night. Any recommendations for two people?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),"Do you have any suggestions for an affordable hotel in the Seattle area available tomorrow night, accommodating two guests?","( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( , ) ( S ) ) ( . ) )"
Are there any cheap hotels for 7-day stay somewhere near Riverside,FindHotel,"[['location', 'Riverside'], ['stay_length', '7-day']]",( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( ADVP ( RB ) ( IN ) ( NP ) ) ),ParaQuality,8,Can you help me find affordable accommodations for a week-long stay in the vicinity of Riverside?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),I'm looking for budget-friendly hotels that I can stay at for 7 days. Is there anything available near Riverside?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),"Is it possible to locate inexpensive lodging options where I can spend a week, preferably near Riverside?",( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( S ( VP ) ) ( . ) )
Send an email to Phil telling her that ''I got you'',SendMail,"[['contact', 'Phil'], ['message', 'I got you']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),ParaQuality,9,Compose an email to Phil informing her that ''I understand you'',( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),Write an email to Phil stating that ''I comprehend you'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),Send a message to Phil letting her know that ''I see your point'',( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) )
Give me 5 conference articles about text mining,FindArticles,"[['query', 'text mining'], ['count', '5'], ['article_type', 'conference articles']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ),ParaQuality,10,Find 5 conference articles related to text mining,( S ( VP ( VB ) ( NP ) ) ),Search for 5 conference articles on the topic of text mining,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),Retrieve 5 conference articles that discuss text mining,( S ( VP ( VB ) ( NP ) ) )
I am looking for the latest scientific article related to Machine Learning,FindArticles,[],( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),ParaQuality,11,Can you show me the most recent scientific paper on Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I'm searching for the newest scientific article that is related to Machine Learning.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),Could you find and present me with the latest research paper on Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( CC ) ( VB ) ( NP ) ( PP ) ) ( . ) )
Create a comment saying ''Best Voice Ever'',CreateComment,"[['value', 'Best Voice Ever']]",( S ( VP ( VB ) ( NP ) ) ( '' ) ),ParaQuality,12,Make a comment that says ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),Generate a comment expressing ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),Compose a comment stating ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) )
Jump to the previous song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,13,Go back to the previous track,( S ( VP ( VB ) ( ADVP ) ) ),Skip to the previous song,( S ( VP ( VB ) ( PP ) ) ),Move to the last played song,( S ( VP ( VB ) ( PP ) ) )
Skip to the next song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,14,Go to the next track,( S ( VP ( VB ) ( PP ) ) ),Move on to the following song,( S ( VP ( VB ) ( PRT ) ( PP ) ) ),Skip to the upcoming music,( S ( VP ( VB ) ( PP ) ) )
Where can I upgrade my laptop ?,FindStores,"[['query', 'laptop']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),ParaQuality,15,Can you show me places where I can improve my laptop?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I would like to know locations for upgrading my laptop.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Are there any places that offer upgrades for laptops?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) )
Could you offer three barbershops in Newtown,FindStores,"[['location', 'Newtown']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),ParaQuality,16,Can you provide me with three barbershops located in Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I'm looking for three barbershops in Newtown. Could you help me find them?,( S ( NP ( PRP ) ) ( VP ( VP ) ( . ) ( SQ ) ) ( . ) ),Do you know any barbershops in Newtown? I need at least three options.,( S ( SQ ( VBP ) ( NP ) ( VP ) ) ( . ) ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ) ( . ) )
Let me have top three convenience stores near Newtown,FindStores,"[['location', 'Newtown'], ['business', 'convenience stores']]",( S ( VP ( VB ) ( S ) ) ),ParaQuality,17,Can you show me the top three convenience stores close to Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I would like to find the best three convenience stores near Newtown.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Please provide a list of the top three convenience stores in the vicinity of Newtown.,( S ( INTJ ( UH ) ) ( VP ( VB ) ( NP ) ) ( . ) )
I want reviews for McDonald's at Kensington st.,GetReviews,"[['location', 'Kensington st.'], ['business', ""McDonald's""]]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( PP ) ) ( . ) ),ParaQuality,18,Can you provide me with reviews for McDonald's located on Kensington Street?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I'm looking for feedback on McDonald's at Kensington Street. Can you help?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),Do you have any information about the reviews of the McDonald's restaurant situated on Kensington Street?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
How far is the closest cab,FindTaxi,[],( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ),ParaQuality,19,What is the distance to the nearest taxi?,( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),How long does it take to reach the nearest cab?,( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),How close is the nearest taxi?,( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ( . ) )
Request a taxi from the airport to home,BookTaxi,"[['from', 'airport'], ['to', 'home']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),ParaQuality,20,Get a cab from the airport to my house,( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ) ),Order a taxi to take me home from the airport,( S ( VP ( VB ) ( NP ) ( S ) ) ),Book a ride from the airport to my place,( S ( VP ( VB ) ( NP ) ( PP ) ) )
What is the forecast for Harrison-Crawford State Forest,GetWeather,"[['geographic_poi', 'Harrison-Crawford State Forest']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,21,What will the weather be like at Harrison-Crawford State Forest?,( SBARQ ( WHNP ( WP ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),Can you tell me the weather forecast for Harrison-Crawford State Forest?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),Could you give me an update on the weather conditions at Harrison-Crawford State Forest?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
what is the forecast for colder in Anston,GetWeather,"[['condition_temperature', 'colder'], ['city', 'Anston']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,22,Can you tell me the weather forecast for Anston in colder temperatures?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I would like to know what the forecast is for Anston with colder conditions.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Could you provide me with the weather prediction for Anston when it's colder?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ( SBAR ) ) ( . ) )
How hot is it in Pesotum,GetWeather,"[['condition_temperature', 'hot'], ['city', 'Pesotum']]",( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) ),SNIPS,23,What is the temperature like in Pesotum?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),Can you tell me the current heat in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I'm curious about the temperature in Pesotum.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) )
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",BookRestaurant,"[['restaurant_type', 'pub'], ['served_dish', 'italian dressing'], ['party_size_number', '5'], ['timeRange', 'February 11, 2033']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,24,"Can you find me a pub that serves Italian dressing for a party of 5 on February 11, 2033?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"I'm looking for a pub with Italian dressing that can accommodate a group of 5 people on February 11, 2033.",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),"Is there a pub available on February 11, 2033 that has Italian dressing and can host a party of size five?",( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( ADJP ) ) ( PP ( IN ) ( NP ) ) ( . ) )
Book a taverna in Equatorial Guinea this month for nine people.,BookRestaurant,"[['restaurant_type', 'taverna'], ['country', 'Equatorial Guinea'], ['timeRange', 'this month'], ['party_size_number', 'nine']]",( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),SNIPS,25,Reserve a restaurant in Equatorial Guinea for nine guests this month.,( S ( VP ( VB ) ( NP ) ) ( . ) ),Make a reservation at a taverna in Equatorial Guinea for a party of nine this month.,( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ( NP ) ) ( . ) ),"Book a table at a local taverna in Equatorial Guinea for the next month, accommodating nine individuals.","( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ( , ) ( S ) ) ( . ) )"
Book a table for eight people please,BookRestaurant,"[['party_size_number', 'eight']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),SNIPS,26,Can you reserve a table for a party of eight?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"I would like to make a reservation for eight people, please.",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Could you help me secure a table for eight individuals?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) )
Please add Ruud Jolie to my playlist Guest List Polygon,AddToPlaylist,"[['artist', 'Ruud Jolie'], ['playlist_owner', 'my'], ['playlist', 'Guest List Polygon']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,27,Add Ruud Jolie to the playlist Guest List Polygon,( S ( VP ( VB ) ( NP ) ( PP ) ) ),Include Ruud Jolie in my playlist called Guest List Polygon,( S ( VP ( VB ) ( NP ) ( PP ) ) ),Put Ruud Jolie on my Guest List Polygon playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) )
add this artist named Kirk Hammett to my playlist Party,AddToPlaylist,"[['music_item', 'artist'], ['artist', 'Kirk Hammett'], ['playlist_owner', 'my'], ['playlist', 'Party']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,28,include this musician named Kirk Hammett in my Party playlist,( S ( VP ( VB ) ( NP ) ) ),add this artist Kirk Hammett to my Party playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) ),put this singer called Kirk Hammett on my Party playlist,( S ( VP ( VB ) ( NP ) ( S ) ) )
I want to put a copy of this tune into Skatepark Punks,AddToPlaylist,"[['music_item', 'tune'], ['playlist', 'Skatepark Punks']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SNIPS,29,Can you please add this song to Skatepark Punks?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( S ) ) ( . ) ),I'd like to upload a duplicate of this melody to Skatepark Punks,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),Could you assist me in placing a copy of this track into Skatepark Punks?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",RateBook,"[['object_name', 'With Lee in Virginia, A Story of the American Civil War'], ['object_part_of_series_type', 'chronicle'], ['rating_value', '4'], ['best_rating', '6']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,30,"I want to rate the book With Lee in Virginia, A Story of the American Civil War chronicle 4 out of 6.",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),"Can you provide a rating for With Lee in Virginia, A Story of the American Civil War chronicle 4 out of 6?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"I am looking to give a rating to With Lee in Virginia, A Story of the American Civil War chronicle number 4 out of a total incomplete series.",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) )
Rate this album two out of 6,RateBook,"[['object_select', 'this'], ['object_type', 'album'], ['rating_value', 'two'], ['best_rating', '6']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ),SNIPS,31,Give this album a rating of 2 out of 6.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),Assign a rating of two out of six to this album.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Rate this album on a scale from two to six.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Give the current part of the saga 4 points out of 6.,RateBook,"[['object_select', 'current'], ['object_part_of_series_type', 'saga'], ['rating_value', '4'], ['rating_unit', 'points'], ['best_rating', '6']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),SNIPS,32,Rate the current part of the saga with 4 out of 6 points.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Assign a rating of 4 out of 6 points to the current part of the saga.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Provide a score of 4 out of 6 points for the current installment in the saga.,( S ( VP ( VB ) ( NP ) ) ( . ) )
Can you play some fifties music by lavern baker,PlayMusic,"[['year', 'fifties'], ['artist', 'lavern baker']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,33,Can you please play some music from the fifties by Lavern Baker?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( S ) ) ( . ) ),Could you play a selection of songs by Lavern Baker from the 1950s?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ( PP ) ) ( . ) ),Is it possible for you to put on some fifties music performed by Lavern Baker?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) )
Play a 1964 track from Shahram Nazeri on Pandora.,PlayMusic,"[['year', '1964'], ['music_item', 'track'], ['artist', 'Shahram Nazeri'], ['service', 'Pandora']]",( S ( VP ( VB ) ( NP ) ) ( . ) ),SNIPS,34,Can you please play a song by Shahram Nazeri from 1964 on Pandora?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),I want to listen to a track by Shahram Nazeri released in 1964 on Pandora.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),Could you find and play a song from 1964 by Shahram Nazeri on Pandora?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( CC ) ( VB ) ( NP ) ( PP ) ( PP ) ) ( . ) )
Please play me some Satire music,PlayMusic,"[['genre', 'Satire']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),SNIPS,35,"Can you find and play some Satire songs for me, please?","( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( CC ) ( VB ) ( NP ) ( PP ) ( , ) ( INTJ ) ) ( . ) )",I would like to listen to a playlist of Satire music.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Could you please play some music that falls into the genre of Satire?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) )
When is Crime and Punishment U.S.A. showing?,SearchScreeningEvent,"[['movie_name', 'Crime and Punishment U.S.A.']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),SNIPS,36,What is the showtime for Crime and Punishment U.S.A.?,( SBARQ ( WHNP ( WP ) ) ( VP ( VBZ ) ( NP ) ) ( . ) ),Can you tell me the schedule for Crime and Punishment U.S.A.?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I would like to know when Crime and Punishment U.S.A. is being screened.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
find Fox Theatres with The Caretaker,SearchScreeningEvent,"[['location_name', 'Fox Theatres'], ['movie_name', 'The Caretaker']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,37,search for Fox Theatres featuring The Caretaker,( NP ( NP ( NP ) ( PP ) ) ( VP ( VBG ) ( NP ) ) ),locate Fox Theatres that are showing The Caretaker,( S ( VP ( VB ) ( NP ) ) ),find showtimes for the movie The Caretaker at Fox Theatres,( S ( VP ( VB ) ( NP ) ) )
I would like to watch The Wedding Ring at the movie theatre,SearchScreeningEvent,"[['movie_name', 'The Wedding Ring'], ['object_location_type', 'movie theatre']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,38,Can you show me where I can watch The Wedding Ring at a movie theater?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),"I'm interested in seeing The Wedding Ring, could you find a movie theater that's playing it?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",Is there any cinema showing The Wedding Ring that I can go to?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) )
I want to read the book The Lion Sleeps Tonight,SearchCreativeWork,"[['object_type', 'book'], ['object_name', 'The Lion Sleeps Tonight']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SNIPS,39,I would like to peruse the book titled The Lion Sleeps Tonight,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),I'm interested in reading The Lion Sleeps Tonight book,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ),Can you find me the publication called The Lion Sleeps Tonight?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
